Sample_ID	Concentration	Ratio_260_280	Ratio_260_230	Day	Sample_Well_ID	Sample_Plate_ID	Molecule	Host	Experiment_name	Treatment_name	Treatment_ID	Leaf_replicate	Psyllid_replicate	qPCR_Well_ID	qPCR_plate_ID
X7_T0	30.4	2.06	2.15	0	D6	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803364	803364	7	NA	G8	2
Z3_T7	35.8	2.06	2.14	7	E6	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	3	NA	I7	2
Z3_T7	35.8	2.06	2.14	7	E6	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	3	NA	I8	2
X2_T0	23	2.16	2.39	0	F6	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803364	803364	2	NA	K7	2
X2_T0	23	2.16	2.39	0	F6	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803364	803364	2	NA	K8	2
Z8_T0	14.8	2.22	2.33	0	G6	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	8	NA	M7	2
Z8_T0	14.8	2.22	2.33	0	G6	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	8	NA	M8	2
W5_T0	27.8	1.92	1.62	0	H6	3	DNA	Citrus	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	5	NA	O7	2
W5_T0	27.8	1.92	1.62	0	H6	3	DNA	Citrus	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	5	NA	O8	2
W4_T0	22.6	2.08	1.95	0	A7	3	DNA	Citrus	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	4	NA	B7	2
W4_T0	22.6	2.08	1.95	0	A7	3	DNA	Citrus	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	4	NA	B8	2
Y7_T0	25.2	2.02	1.85	0	B7	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	7	NA	D7	2
Y7_T0	25.2	2.02	1.85	0	B7	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	7	NA	D8	2
Z7_T0	30.1	2.01	1.88	0	C7	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	7	NA	F7	2
Z7_T0	30.1	2.01	1.88	0	C7	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	7	NA	F8	2
X3_T7	23	2.04	2.09	7	D7	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803364	803364	3	NA	H7	2
X3_T7	23	2.04	2.09	7	D7	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803364	803364	3	NA	H8	2
Z4_T7	41.9	2.06	2.18	7	E7	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	4	NA	J7	2
Z4_T7	41.9	2.06	2.18	7	E7	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	4	NA	J8	2
Z3_T0	28.6	2.04	2.19	0	F7	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	3	NA	L7	2
Z3_T0	28.6	2.04	2.19	0	F7	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	3	NA	L8	2
W4_T7	33.7	2.11	1.47	7	G7	3	DNA	Citrus	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	4	NA	N7	2
W4_T7	33.7	2.11	1.47	7	G7	3	DNA	Citrus	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	4	NA	N8	2
Y4_T0	32.1	1.89	1.7	0	H7	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	4	NA	P7	2
Y4_T0	32.1	1.89	1.7	0	H7	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	4	NA	P8	2
W7_T0	34.9	2.06	2.25	0	A8	3	DNA	Citrus	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	7	NA	A9	2
W7_T0	34.9	2.06	2.25	0	A8	3	DNA	Citrus	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	7	NA	A10	2
Y9_T0	26.2	2.06	1.77	0	B8	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	9	NA	C9	2
Y9_T0	26.2	2.06	1.77	0	B8	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	9	NA	C10	2
Y3_T7	26.7	1.94	1.68	7	C8	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	3	NA	E9	2
Y3_T7	26.7	1.94	1.68	7	C8	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	3	NA	E10	2
X3_T0	27.2	1.98	1.28	0	D8	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803364	803364	3	NA	G9	2
X3_T0	27.2	1.98	1.28	0	D8	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803364	803364	3	NA	G10	2
Y4_T7	40	2	2.14	7	E8	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	4	NA	I9	2
Y4_T7	40	2	2.14	7	E8	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	4	NA	I10	2
V6_T0	36.2	2.04	1.83	0	F8	3	DNA	Citrus	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	6	NA	K9	2
V6_T0	36.2	2.04	1.83	0	F8	3	DNA	Citrus	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	6	NA	K10	2
X5_T0	28.1	2.04	2.14	0	G8	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803364	803364	5	NA	M9	2
X5_T0	28.1	2.04	2.14	0	G8	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803364	803364	5	NA	M10	2
Z1_T0	35	2.07	1.62	0	H8	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	1	NA	O9	2
Z1_T0	35	2.07	1.62	0	H8	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	1	NA	O10	2
X9_T7	27.4	2.01	2.03	7	A9	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803364	803364	9	NA	B9	2
X9_T7	27.4	2.01	2.03	7	A9	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803364	803364	9	NA	B10	2
V2_T0	27.5	2.01	2.01	0	B9	3	DNA	Citrus	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	2	NA	D9	2
V2_T0	27.5	2.01	2.01	0	B9	3	DNA	Citrus	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	2	NA	D10	2
V6_T7	21.7	2.07	2.08	7	C9	3	DNA	Citrus	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	6	NA	F9	2
V6_T7	21.7	2.07	2.08	7	C9	3	DNA	Citrus	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	6	NA	F10	2
X7_T7	32.5	2.04	2.2	7	D9	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803364	803364	7	NA	H9	2
X7_T7	32.5	2.04	2.2	7	D9	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803364	803364	7	NA	H10	2
V5_T0	32.6	2.01	2.22	0	E9	3	DNA	Citrus	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	5	NA	J9	2
V5_T0	32.6	2.01	2.22	0	E9	3	DNA	Citrus	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	5	NA	J10	2
X4_T0	11	2.09	2.14	0	F9	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803364	803364	4	NA	L9	2
X4_T0	11	2.09	2.14	0	F9	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803364	803364	4	NA	L10	2
V4_T7	23.8	2	2.14	7	G9	3	DNA	Citrus	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	4	NA	N9	2
V4_T7	23.8	2	2.14	7	G9	3	DNA	Citrus	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	4	NA	N10	2
Y2_T0	28.7	2.04	1.82	0	H9	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	2	NA	P9	2
Y2_T0	28.7	2.04	1.82	0	H9	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	2	NA	P10	2
Z9_T0	14.8	2.01	1.67	0	A10	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	9	NA	A11	2
Z9_T0	14.8	2.01	1.67	0	A10	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	9	NA	A12	2
V1_T7	26.5	2.05	2.05	7	B10	3	DNA	Citrus	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	1	NA	C11	2
V1_T7	26.5	2.05	2.05	7	B10	3	DNA	Citrus	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	1	NA	C12	2
Z8_T7	39.1	1.98	1.83	7	C10	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	8	NA	E11	2
Z8_T7	39.1	1.98	1.83	7	C10	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	8	NA	E12	2
Y5_T0	46.1	2.01	2.21	0	D10	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	5	NA	G11	2
Y5_T0	46.1	2.01	2.21	0	D10	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	5	NA	G12	2
W1_T0	28	1.98	1.91	0	E10	3	DNA	Citrus	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	1	NA	I11	2
W1_T0	28	1.98	1.91	0	E10	3	DNA	Citrus	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	1	NA	I12	2
X1_T7	38.9	1.99	2.04	7	F10	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803364	803364	1	NA	K11	2
X1_T7	38.9	1.99	2.04	7	F10	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803364	803364	1	NA	K12	2
V1_T0	27.4	2.04	2.27	0	G10	3	DNA	Citrus	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	1	NA	M11	2
V1_T0	27.4	2.04	2.27	0	G10	3	DNA	Citrus	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	1	NA	M12	2
Y7_T7	30.4	1.99	1.96	7	H10	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	7	NA	O11	2
Y7_T7	30.4	1.99	1.96	7	H10	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	7	NA	O12	2
Y10_T0	18.8	2.03	2.24	0	A11	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	10	NA	B11	2
Y10_T0	18.8	2.03	2.24	0	A11	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	10	NA	B12	2
Y6_T0	29.1	1.97	2.2	0	B11	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	6	NA	D11	2
Y6_T0	29.1	1.97	2.2	0	B11	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	6	NA	D12	2
X9_T0	27.1	2.04	2.06	0	C11	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803364	803364	9	NA	F11	2
X9_T0	27.1	2.04	2.06	0	C11	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803364	803364	9	NA	F12	2
Z5_T0	25.5	1.98	1.96	0	D11	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	5	NA	H11	2
Z5_T0	25.5	1.98	1.96	0	D11	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	5	NA	H12	2
Y2_T7	38.5	1.98	2	7	E11	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	2	NA	J11	2
Y2_T7	38.5	1.98	2	7	E11	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	2	NA	J12	2
V7_T0	24.3	2.02	1.96	0	F11	3	DNA	Citrus	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	7	NA	L11	2
V7_T0	24.3	2.02	1.96	0	F11	3	DNA	Citrus	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	7	NA	L12	2
W7_T7	27.1	1.95	1.75	7	G11	3	DNA	Citrus	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	7	NA	N11	2
W7_T7	27.1	1.95	1.75	7	G11	3	DNA	Citrus	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	7	NA	N12	2
Z4_T0	34.3	2.01	2.17	0	H11	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	4	NA	P11	2
Z4_T0	34.3	2.01	2.17	0	H11	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	4	NA	P12	2
Z6_T0	35.5	1.92	1.69	0	A12	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	6	NA	A13	2
Z6_T0	35.5	1.92	1.69	0	A12	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	6	NA	A14	2
Z1_T7	28.9	1.96	1.72	7	B12	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	1	NA	C13	2
Z1_T7	28.9	1.96	1.72	7	B12	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	1	NA	C14	2
W1_T7	30.7	1.93	1.25	7	C12	3	DNA	Citrus	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	1	NA	E13	2
W1_T7	30.7	1.93	1.25	7	C12	3	DNA	Citrus	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	1	NA	E14	2
W2_T7	39.2	1.87	1.51	7	D12	3	DNA	Citrus	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	2	NA	G13	2
W2_T7	39.2	1.87	1.51	7	D12	3	DNA	Citrus	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	2	NA	G14	2
Z10_T7	29.9	1.81	1.29	7	E12	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	10	NA	I13	2
Z10_T7	29.9	1.81	1.29	7	E12	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	10	NA	I14	2
W9_T0	24.7	1.93	1.13	0	F12	3	DNA	Citrus	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	9	NA	K13	2
W9_T0	24.7	1.93	1.13	0	F12	3	DNA	Citrus	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	9	NA	K14	2
Z2_T7	41.6	1.96	2.08	7	G12	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	2	NA	M13	2
Z2_T7	41.6	1.96	2.08	7	G12	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	2	NA	M14	2
X8_T7	29.9	1.93	1.76	7	H12	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803364	803364	8	NA	O13	2
X8_T7	29.9	1.93	1.76	7	H12	3	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803364	803364	8	NA	O14	2
Y10_T7	20.1	1.94	1.4	7	A1	4	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	10	NA	B13	2
Y10_T7	20.1	1.94	1.4	7	A1	4	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803570	803570	10	NA	B14	2
V10_T7	32.2	1.82	1.29	7	B1	4	DNA	Citrus	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	10	NA	D13	2
V10_T7	32.2	1.82	1.29	7	B1	4	DNA	Citrus	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	10	NA	D14	2
Z6_T7	34.4	1.91	1.46	7	C1	4	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	6	NA	F13	2
Z6_T7	34.4	1.91	1.46	7	C1	4	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	6	NA	F14	2
Z9_T7	29.5	1.71	0.92	7	D1	4	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	9	NA	H13	2
Z9_T7	29.5	1.71	0.92	7	D1	4	DNA	Citrus	Detached_leaf_acquisition	1_mg_ml_803543	803543	9	NA	H14	2
Z62	35.1	2.04	2.49	NA	E1	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	6	2	J13	2
Z62	35.1	2.04	2.49	NA	E1	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	6	2	J14	2
Y72	32.8	2.03	2.49	NA	F1	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	7	2	L13	2
Y72	32.8	2.03	2.49	NA	F1	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	7	2	L14	2
W41	40.4	2.04	2.45	NA	G1	4	DNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	4	1	N13	2
W41	40.4	2.04	2.45	NA	G1	4	DNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	4	1	N14	2
Z61	26	2	2.32	NA	H1	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	6	1	P13	2
Z61	26	2	2.32	NA	H1	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	6	1	P14	2
V35	70.7	1.98	2.05	NA	A2	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	3	5	A15	2
V35	70.7	1.98	2.05	NA	A2	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	3	5	A16	2
X92	29.9	2.02	2.06	NA	B2	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	9	2	C15	2
X92	29.9	2.02	2.06	NA	B2	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	9	2	C16	2
Y61	37.5	1.7	1.05	NA	C2	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	6	1	E15	2
Y61	37.5	1.7	1.05	NA	C2	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	6	1	E16	2
V101	33.3	2.02	2.04	NA	D2	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	10	1	G15	2
V101	33.3	2.02	2.04	NA	D2	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	10	1	G16	2
V51	30.7	1.87	1.5	NA	E2	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	5	1	I15	2
V51	30.7	1.87	1.5	NA	E2	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	5	1	I16	2
V81	57.1	2.01	1.84	NA	F2	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	8	1	K15	2
V81	57.1	2.01	1.84	NA	F2	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	8	1	K16	2
V21	31.2	2.01	1.66	NA	G2	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	2	1	M15	2
V21	31.2	2.01	1.66	NA	G2	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	2	1	M16	2
V93	57.4	2.03	2.46	NA	H2	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	9	3	O15	2
V93	57.4	2.03	2.46	NA	H2	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	9	3	O16	2
W103	33.6	2.02	2.22	NA	A3	4	DNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	10	3	B15	2
W103	33.6	2.02	2.22	NA	A3	4	DNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	10	3	B16	2
V44	30.6	1.9	0.41	NA	B3	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	4	4	D15	2
V44	30.6	1.9	0.41	NA	B3	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	4	4	D16	2
V73	43.5	1.94	1.97	NA	C3	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	7	3	F15	2
V73	43.5	1.94	1.97	NA	C3	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	7	3	F16	2
W33	42.4	1.98	1.82	NA	D3	4	DNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	3	3	H15	2
W33	42.4	1.98	1.82	NA	D3	4	DNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	3	3	H16	2
V75	39	1.94	1.79	NA	E3	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	7	5	J15	2
V75	39	1.94	1.79	NA	E3	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	7	5	J16	2
Y65	33.9	1.92	1.77	NA	F3	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	6	5	L15	2
Y65	33.9	1.92	1.77	NA	F3	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	6	5	L16	2
W71	46.2	2.01	1.47	NA	G3	4	DNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	7	1	N15	2
W71	46.2	2.01	1.47	NA	G3	4	DNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	7	1	N16	2
W63	34.1	1.83	1.4	NA	H3	4	DNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	6	3	P15	2
W63	34.1	1.83	1.4	NA	H3	4	DNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	6	3	P16	2
V55	55	2.01	2.24	NA	A4	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	5	5	A17	2
V55	55	2.01	2.24	NA	A4	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	5	5	A18	2
V91	66.4	1.97	2.16	NA	B4	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	9	1	C17	2
V91	66.4	1.97	2.16	NA	B4	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	9	1	C18	2
X32	33.7	1.9	1.7	NA	C4	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	3	2	E17	2
X32	33.7	1.9	1.7	NA	C4	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	3	2	E18	2
X82	29.8	1.9	1.48	NA	D4	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	8	2	G17	2
X82	29.8	1.9	1.48	NA	D4	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	8	2	G18	2
Z92	40.6	1.96	1.92	NA	E4	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	9	2	I17	2
Z92	40.6	1.96	1.92	NA	E4	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	9	2	I18	2
X102	88.6	1.99	2.16	NA	F4	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	10	2	K17	2
X102	88.6	1.99	2.16	NA	F4	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	10	2	K18	2
W64	50	2.01	2.23	NA	G4	4	DNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	6	4	M17	2
W64	50	2.01	2.23	NA	G4	4	DNA	Psyllid	Detached_leaf_acquisition	0.5_mg_ml_Polymyxin_B_sulfate	PMB	6	4	M18	2
Y85	36.7	1.99	2.31	NA	H4	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	8	5	O17	2
Y85	36.7	1.99	2.31	NA	H4	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	8	5	O18	2
Y13	28	1.88	1.59	NA	A5	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	1	3	B17	2
Y13	28	1.88	1.59	NA	A5	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803570	803570	1	3	B18	2
Z32	32.1	1.98	2.27	NA	B5	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	3	2	D17	2
Z32	32.1	1.98	2.27	NA	B5	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	3	2	D18	2
V22	36.4	1.92	1.78	NA	C5	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	2	2	F17	2
V22	36.4	1.92	1.78	NA	C5	4	DNA	Psyllid	Detached_leaf_acquisition	0.1_mM_Potassium_phosphate_buffer	KPO4_buffer	2	2	F18	2
X43	31.9	1.82	1.39	NA	D5	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	4	3	H17	2
X43	31.9	1.82	1.39	NA	D5	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803364	803364	4	3	H18	2
Z105	44.6	2	1.29	NA	E5	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	10	5	J17	2
Z105	44.6	2	1.29	NA	E5	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	10	5	J18	2
Z91	35.8	2.04	2.3	NA	F5	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	9	1	L17	2
Z91	35.8	2.04	2.3	NA	F5	4	DNA	Psyllid	Detached_leaf_acquisition	1_mg_ml_803543	803543	9	1	L18	2
